web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,marque,prix,adresse,image_lien-src
"1716728573-92","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de vehicule","https://www.dakarvente.com/annonce-26926-location-de-vehicule.html","Location de vehicule","25.000  FCFA","Ouakam","media/annonces/pics/3b3d32ac9318128d76b7e4381d3c204d.jpg"
"1716728602-93","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture","https://www.dakarvente.com/annonce-27952-location-de-voiture.html","Location de voiture","30.000  FCFA","Dakar","media/annonces/pics/6c440366a20728ef0143802191ddb998.png"
"1716728629-94","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de Voitures","https://www.dakarvente.com/annonce-28446-location-de-voitures.html","Location de Voitures","35.000  FCFA","Ouakam","media/annonces/pics/b956cb97696ec9ce742b376e14c47317.jpeg"
"1716728656-95","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicule","https://www.dakarvente.com/annonce-28677-location-de-vhicule.html","Location de véhicule","30.000  FCFA","Médina","media/annonces/pics/77e9e5651e254b17a107b0156173523c.jpg"
"1716728683-96","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","LOCATION DE VOITURES","https://www.dakarvente.com/annonce-28966-location-de-voitures.html","LOCATION DE VOITURES","25.000  FCFA","VDN","media/annonces/pics/445b71f3f9920c73296ab494385af9eb.jpeg"
"1716728710-97","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location véhicule pick up","https://www.dakarvente.com/annonce-29156-location-vhicule-pick-up.html","Location véhicule pick up","40.000  FCFA","Gueule tapée","media/annonces/pics/ab09f394513bb158ef4709676028a99e.jpeg"
"1716728743-98","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture Renault megane scenic","https://www.dakarvente.com/annonce-29861-location-de-voiture-renault-megane-scenic.html","Location de voiture Renault megane scenic","12.000  FCFA","Dakar",""
"1716728770-99","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location kia sorento 7 places climatisé","https://www.dakarvente.com/annonce-30686-location-kia-sorento-7-places-climatis.html","Location kia sorento 7 places climatisé","","Dakar","media/annonces/pics/22e66423cca478a52944a820ba9b1396.jpg"
"1716728797-100","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","LOCATION DE VOITURES DE LUXE","https://www.dakarvente.com/annonce-30727-location-de-voitures-de-luxe.html","LOCATION DE VOITURES DE LUXE","","Dakar","media/annonces/pics/6d1dff282252432cc8deb621271a533e.jpg"
"1716728824-101","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location MERCEDES GLE","https://www.dakarvente.com/annonce-30734-location-mercedes-gle.html","Location MERCEDES GLE","","Dakar","media/annonces/pics/8ab32bbe5304be19d4e4175c274d245a.jpg"
"1716728851-102","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location Ford Fusion","https://www.dakarvente.com/annonce-30739-location-ford-fusion.html","Location Ford Fusion","","Dakar","media/annonces/pics/a131b43f583250ff028f8883a2fdc459.jpg"
"1716728878-103","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","RANGE ROVER SPORT KIT SVR","https://www.dakarvente.com/annonce-30777-range-rover-sport-kit-svr.html","RANGE ROVER SPORT KIT SVR","","Dakar","media/annonces/pics/f60c368c0c86a3a3e7b1d247e78cf57c.jpg"
"1716728905-104","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location Toyota Illux manuel","https://www.dakarvente.com/annonce-30781-location-toyota-illux-manuel.html","Location Toyota Illux manuel","","Dakar","media/annonces/pics/e01034a3a3522f6a00487cb4ac49b2ed.jpg"
"1716728932-105","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location Dacia Duster 2014","https://www.dakarvente.com/annonce-30902-location-dacia-duster-2014.html","Location Dacia Duster 2014","30.000  FCFA","Keur Massar","media/annonces/pics/b50e0ee00c96989297e7d1fa56fab203.jpeg"
"1716728959-106","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location Kia optima 2014","https://www.dakarvente.com/annonce-31247-location-kia-optima-2014.html","Location Kia optima 2014","30.000  FCFA","Sacré Coeur","media/annonces/pics/1784943062fb283cbe21d0c8997f99fb.jpeg"
"1716728986-107","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location voiture au mois","https://www.dakarvente.com/annonce-31337-location-voiture-au-mois.html","Location voiture au mois","175.000  FCFA","Mamelles","media/annonces/pics/871c8bdb6c115a65c1d620c8722e3abf.jpeg"
"1716729013-108","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location voiture au mois","https://www.dakarvente.com/annonce-31510-location-voiture-au-mois.html","Location voiture au mois","150.000  FCFA","Mamelles","media/annonces/pics/50379bcb41f6f6ef5bcc46ea85f925ac.jpeg"
"1716729040-109","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location Hyundai Elantra","https://www.dakarvente.com/annonce-31712-location-hyundai-elantra.html","Location Hyundai Elantra","35.000  FCFA","Derklé","media/annonces/pics/b4cd69a8997758982fc7e7894c87a6ca.jpeg"
"1716729067-110","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicules","https://www.dakarvente.com/annonce-31833-location-de-vhicules.html","Location de véhicules","40.000  FCFA","Cité Keur Gorgui","media/annonces/pics/9ec4fb316f155696975d6d0e72cca3d4.jpg"
"1716729094-111","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location ford Escape","https://www.dakarvente.com/annonce-31878-location-ford-escape.html","Location ford Escape","35.000  FCFA","Cité Keur Gorgui","media/annonces/pics/b74a17e81c10239f4e107442212ba59e.jpg"
"1716729121-112","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture","https://www.dakarvente.com/annonce-32027-location-de-voiture.html","Location de voiture","50.000  FCFA","Mbao","media/annonces/pics/c21b5223171d74292ad353b88909885d.jpeg"
"1716729154-113","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Pelle Poclain","https://www.dakarvente.com/annonce-32431-pelle-poclain.html","Pelle Poclain","275.000  FCFA","Diamniadio","media/annonces/pics/8cf6adeb807231f2037ac1c62eb38d99.jpeg"
"1716729181-114","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de véhicule","https://www.dakarvente.com/annonce-32912-location-de-vhicule.html","Location de véhicule","","Ouest Foire","media/annonces/pics/f79c84ef567fbceba97c90aca75d9add.jpg"
"1716729209-115","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Transport de Voyagistes","https://www.dakarvente.com/annonce-33275-transport-de-voyagistes.html","Transport de Voyagistes","22.000  FCFA","Maristes","media/annonces/pics/f860d4947a14598701b863b1f3b05e91.jpg"
"1716729236-116","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Compacteur","https://www.dakarvente.com/annonce-33354-compacteur.html","Compacteur","160.000  FCFA","Dakar","media/annonces/pics/80867e028740890f3f35d111b30ec9e3.jpeg"
"1716729263-117","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Pelle Poclain","https://www.dakarvente.com/annonce-33679-pelle-poclain.html","Pelle Poclain","275.000  FCFA","Diamniadio","media/annonces/pics/0b584d4a784a289b55166b544a443d04.jpeg"
"1716729289-118","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Salon 7 places","https://www.dakarvente.com/annonce-33735-salon-7-places.html","Salon 7 places","375.000  FCFA","Sicap liberté","media/annonces/pics/01ccc8c174ab690bdf3bc78ff172671f.jpg"
"1716729317-119","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture","https://www.dakarvente.com/annonce-33917-location-de-voiture.html","Location de voiture","25.000  FCFA","Dieuppeul","media/annonces/pics/1a12867069dc001a39f7ebc91a6793f1.jpeg"
"1716729344-120","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Ford fusion titanuim","https://www.dakarvente.com/annonce-35652-ford-fusion-titanuim.html","Ford fusion titanuim","40.000  FCFA","Almadies","media/annonces/pics/0d52b4d8acefa6c5e0c62a7618361239.jpg"
"1716729371-121","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Ford fusion à louer","https://www.dakarvente.com/annonce-35680-ford-fusion-louer.html","Ford fusion à louer","40.000  FCFA","Almadies","media/annonces/pics/57d782733c6e0f7b1c2ffc12636f7ec3.jpg"
"1716729398-122","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture Hyundai Full options","https://www.dakarvente.com/annonce-36141-location-de-voiture-hyundai-full-options.html","Location de voiture Hyundai Full options","40.000  FCFA","Parcelles assainies","media/annonces/pics/b234b345d8be7b237312f64db3007149.jpeg"
"1716729425-123","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=2","Location de voiture full options","https://www.dakarvente.com/annonce-36142-location-de-voiture-full-options.html","Location de voiture full options","40.000  FCFA","Parcelles assainies","media/annonces/pics/651e514c44a5b4ded29f668ae913b562.jpeg"
"1716729478-124","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voiture Hyundai Full options","https://www.dakarvente.com/annonce-36143-location-de-voiture-hyundai-full-options.html","Location de voiture Hyundai Full options","40.000  FCFA","Parcelles assainies",""
"1716729507-125","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION TOYOTA FORTUNER AVEC CHAUFFEUR A BON PRIX","https://www.dakarvente.com/annonce-36168-location-toyota-fortuner-avec-chauffeur-a-bon-prix.html","LOCATION TOYOTA FORTUNER AVEC CHAUFFEUR A BON PRIX","65.000  FCFA","Liberté 2","media/annonces/pics/a01062385e4c57ee5615314220ed0ed9.jpg"
"1716729534-126","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicules","https://www.dakarvente.com/annonce-36433-location-de-vhicules.html","Location de véhicules","35.000  FCFA","Parcelles assainies","media/annonces/pics/a897075ec62c57f3fec51d975778f522.jpeg"
"1716729561-127","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Transfert aéroport  avec voiture climatisée. 30 000 Frs.","https://www.dakarvente.com/annonce-36650-transfert-aroport-avec-voiture-climatise-30-000-frs.html","Transfert aéroport  avec voiture climatisée. 30 000 Frs.","30.000  FCFA","Dakar","media/annonces/pics/ea4f090e4d47fa784a544f00961caedf.jpg"
"1716729588-128","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Vente et location de voitures","https://www.dakarvente.com/annonce-36889-vente-et-location-de-voitures.html","Vente et location de voitures","25.000  FCFA","Almadies","media/annonces/pics/2aa15c8aca3ad7ab5f19eccab743ee3d.jpg"
"1716729615-129","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION DE CAMION SONORISE","https://www.dakarvente.com/annonce-36898-location-de-camion-sonorise.html","LOCATION DE CAMION SONORISE","250.000  FCFA","Sacré Coeur","media/annonces/pics/43866b7401a970ccfbdb83dfff26585d.png"
"1716729642-130","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voitures","https://www.dakarvente.com/annonce-37124-location-de-voitures.html","Location de voitures","","Yoff","media/annonces/pics/bd56a02fa09cbd96b60cb880807071c4.jpg"
"1716729669-131","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION DE VOITURE FULL OPTION","https://www.dakarvente.com/annonce-37199-location-de-voiture-full-option.html","LOCATION DE VOITURE FULL OPTION","35.000  FCFA","Parcelles assainies","media/annonces/pics/ac100af12025a2b1e1c5cc56310334ce.jpeg"
"1716729699-132","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de voiture Hyundai","https://www.dakarvente.com/annonce-37200-location-de-voiture-hyundai.html","Location de voiture Hyundai","35.000  FCFA","Parcelles assainies","media/annonces/pics/c7e12d0ba53af696cbe902ac03a52c2c.jpeg"
"1716729726-133","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location auto full option","https://www.dakarvente.com/annonce-37290-location-auto-full-option.html","Location auto full option","35.000  FCFA","Parcelles assainies","media/annonces/pics/e244501ed8e0d4e2ce22fd59bc7b6cd8.jpeg"
"1716729753-134","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de camion","https://www.dakarvente.com/annonce-38410-location-de-camion.html","Location de camion","","Scat Urbam","media/annonces/pics/4b95044ebe9020679f60e582d7215cde.jpg"
"1716729786-135","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION VEHICULE","https://www.dakarvente.com/annonce-38819-location-vehicule.html","LOCATION VEHICULE","35.000  FCFA","Mermoz","media/annonces/pics/b3be8ecdc35663cf6593a0ced4f04ec2.jpg"
"1716729815-136","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicules","https://www.dakarvente.com/annonce-38874-location-de-vhicules.html","Location de véhicules","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/3820ebf43beb09ff8c43f6a0b0f8c36b.jpg"
"1716729843-137","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicules","https://www.dakarvente.com/annonce-38875-location-de-vhicules.html","Location de véhicules","30.000  FCFA","Cité Keur Gorgui","media/annonces/pics/f688869e58f691f270dd5668590f740c.jpg"
"1716729870-138","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location de véhicules","https://www.dakarvente.com/annonce-38904-location-de-vhicules.html","Location de véhicules","30.000  FCFA","Cité Keur Gorgui",""
"1716730070-139","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location voiture avec chauffeur","https://www.dakarvente.com/annonce-39141-location-voiture-avec-chauffeur.html","Location voiture avec chauffeur","50.000  FCFA","Sud Foire","media/annonces/pics/f3e797041650b9399e7bb3cef7aa7e9c.jpg"
"1716730101-140","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","VOITURE A LOUER POUR LES PETITES COURSES À DAKAR","https://www.dakarvente.com/annonce-40485-voiture-a-louer-pour-les-petites-courses-dakar.html","VOITURE A LOUER POUR LES PETITES COURSES À DAKAR","","Dakar","media/annonces/pics/c83270edff336dcdcf40f3cf31f2d53d.jpg"
"1716730168-141","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Madza Cx5 très propres en location","https://www.dakarvente.com/annonce-40795-madza-cx5-trs-propres-en-location.html","Madza Cx5 très propres en location","45.000  FCFA","Dakar","media/annonces/pics/9a29b69b0fc679b3e7548a8f36ec80ed.jpeg"
"1716730240-142","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra en location","https://www.dakarvente.com/annonce-40797-hyundai-elantra-en-location.html","Hyundai Elantra en location","40.000  FCFA","Dakar","media/annonces/pics/2904d3415e9778f79b36354ca0f0b2b0.jpeg"
"1716730459-143","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Mercedes CIA Fully disponible en location","https://www.dakarvente.com/annonce-40798-mercedes-cia-fully-disponible-en-location.html","Mercedes CIA Fully disponible en location","80.000  FCFA","Dakar","media/annonces/pics/32a5af16077b49f50583b4069303af55.jpeg"
"1716730498-144","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Prado Land cruiser en location","https://www.dakarvente.com/annonce-40799-prado-land-cruiser-en-location.html","Prado Land cruiser en location","95.000  FCFA","Dakar","media/annonces/pics/c1a142986a13d296f0de844606d6084a.jpeg"
"1716730548-145","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Pick-up disponible en location","https://www.dakarvente.com/annonce-40822-pick-up-disponible-en-location.html","Pick-up disponible en location","50.000  FCFA","Dakar",""
"1716730704-146","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Mitsubishi à louer","https://www.dakarvente.com/annonce-40823-mitsubishi-louer.html","Mitsubishi à louer","60.000  FCFA","Dakar",""
"1716730732-147","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","KIA Sportage à louer","https://www.dakarvente.com/annonce-40824-kia-sportage-louer.html","KIA Sportage à louer","45.000  FCFA","Dakar","media/annonces/pics/0065a07b242085246525e1bf75445c5e.jpeg"
"1716730764-148","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Jeep Cherokee à louer","https://www.dakarvente.com/annonce-40825-jeep-cherokee-louer.html","Jeep Cherokee à louer","35.000  FCFA","Dakar","media/annonces/pics/21cd82d61d6049359ee336f63d977456.jpeg"
"1716730790-149","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford fusion à louer","https://www.dakarvente.com/annonce-40826-ford-fusion-louer.html","Ford fusion à louer","30.000  FCFA","Dakar","media/annonces/pics/6d3560cd1470700297e67b9555a6a636.jpeg"
"1716730823-150","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford Escape en location","https://www.dakarvente.com/annonce-40827-ford-escape-en-location.html","Ford Escape en location","40.000  FCFA","Dakar","media/annonces/pics/f67fabff9461fe541501cb13a96a927c.jpeg"
"1716730851-151","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford fusion à louer","https://www.dakarvente.com/annonce-40828-ford-fusion-louer.html","Ford fusion à louer","35.000  FCFA","Dakar","media/annonces/pics/cb0aa542a7a5d5a5b7f5720fb1d66adf.jpeg"
"1716730894-152","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location : Ford fusion titanium.                                   Prix :35000f","https://www.dakarvente.com/annonce-40935-location-ford-fusion-titanium-prix-35000f.html","Location : Ford fusion titanium.                                   Prix :35000f","35.000  FCFA","Dakar","media/annonces/pics/8aeae72c26bff204308ac49808170fbe.jpeg"
"1716730933-153","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra en location","https://www.dakarvente.com/annonce-40945-hyundai-elantra-en-location.html","Hyundai Elantra en location","35.000  FCFA","Dakar","media/annonces/pics/01837f06747de62adcfb22678a47f5b7.jpeg"
"1716730971-154","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","HYundaï grandeur,","https://www.dakarvente.com/annonce-40946-hyunda-grandeur.html","HYundaï grandeur,","45.000  FCFA","Dakar","media/annonces/pics/47e6b83a34afc113ba81bae4f467504e.jpeg"
"1716731017-155","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford fusion","https://www.dakarvente.com/annonce-40947-ford-fusion.html","Ford fusion","40.000  FCFA","Dakar","media/annonces/pics/32b8d0737588632b57a09c7966bbd590.jpeg"
"1716731057-156","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","BMW en location","https://www.dakarvente.com/annonce-40948-bmw-en-location.html","BMW en location","50.000  FCFA","Dakar","media/annonces/pics/7dbece353efeea9845118063702f5fdd.jpeg"
"1716731104-157","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Madza en location","https://www.dakarvente.com/annonce-40949-madza-en-location.html","Madza en location","50.000  FCFA","Dakar","media/annonces/pics/7459f4aa4b978c4ce9bd5984e82cb739.jpeg"
"1716731151-158","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Ford Fusion titanium","https://www.dakarvente.com/annonce-41289-ford-fusion-titanium.html","Ford Fusion titanium","35.000  FCFA","Dakar","media/annonces/pics/fa46aa05d5236228467be1ba5b7f72eb.jpeg"
"1716731197-159","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION VÉHICULES FORD","https://www.dakarvente.com/annonce-41910-location-vhicules-ford.html","LOCATION VÉHICULES FORD","30.000  FCFA","Thiaroye","media/annonces/pics/bbcc0f734406ce1f0dac79f9e7dea7a6.jpg"
"1716731254-160","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location Kia K7","https://www.dakarvente.com/annonce-42658-location-kia-k7.html","Location Kia K7","35.000  FCFA","Ngor",""
"1716731319-161","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION DE VOITURE/ TRANSPORT AIBD","https://www.dakarvente.com/annonce-42798-location-de-voiture-transport-aibd.html","LOCATION DE VOITURE/ TRANSPORT AIBD","","Dakar","media/annonces/pics/77908de788c792bdb8f54dc26d794f5e.jpg"
"1716731347-162","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","FORD EXPLORER DISPONIBLE POUR LOCATION","https://www.dakarvente.com/annonce-43661-ford-explorer-disponible-pour-location.html","FORD EXPLORER DISPONIBLE POUR LOCATION","60.000  FCFA","Dakar","media/annonces/pics/ab20f48f820666d51b05a1adf7e8a3eb.jpeg"
"1716731474-163","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra à louer","https://www.dakarvente.com/annonce-45179-hyundai-elantra-louer.html","Hyundai Elantra à louer","30.000  FCFA","VDN","media/annonces/pics/d933d74bd6153e71e9939bb8e2f97ca0.jpeg"
"1716731547-164","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Elantra à louer","https://www.dakarvente.com/annonce-45180-hyundai-elantra-louer.html","Hyundai Elantra à louer","30.000  FCFA","Sipres","media/annonces/pics/d943609d152b30de8a4d46786e52e818.jpeg"
"1716731833-165","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","LOCATION VOITURE AVEC CHAUFFEUR","https://www.dakarvente.com/annonce-45181-location-voiture-avec-chauffeur.html","LOCATION VOITURE AVEC CHAUFFEUR","30.000  FCFA","Dakar","media/annonces/pics/7106446af4c0580e63ea573b1e5abc47.jpeg"
