web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,marque,prix,adresse,image_lien-src
"1716806928-16","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=120","Mercedes class e 200","https://www.dakarvente.com/annonce-390-mercedes-class-e-200.html","Mercedes class e 200","10.500.000  FCFA","Plateau","media/annonces/pics/fc6a3e315bceba92d613d88ae08bf501.jpg"
"1716806931-17","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=120","Volkswagen jetta","https://www.dakarvente.com/annonce-425-volkswagen-jetta.html","Volkswagen jetta","6.200.000  FCFA","Plateau","media/annonces/pics/16b48aa48665b6f8e3ec2a61cb4352d4.jpeg"
"1716806939-18","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Toyota avensis break","https://www.dakarvente.com/annonce-538-toyota-avensis-break.html","Toyota avensis break","4.700.000  FCFA","Plateau","media/annonces/pics/52e1085538535d38caf20d8f4a61cf9e.jpg"
"1716806941-19","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Peugeot 607 Automatique Diesel","https://www.dakarvente.com/annonce-686-peugeot-607-automatique-diesel.html","Peugeot 607 Automatique Diesel","5.000.000  FCFA","Rufisque","media/annonces/pics/2d6fd9c8e332cb001ab6b311849b11cf.jpg"
"1716806944-20","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Sen service location loue des voiture des marques","https://www.dakarvente.com/annonce-702-sen-service-location-loue-des-voiture-des-marques.html","Sen service location loue des voiture des marques","30.000  FCFA","Plateau","media/annonces/pics/15ea8355bee0950e2b7f50a9ad50b086.jpg"
"1716806947-21","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Chevrolet malibu","https://www.dakarvente.com/annonce-462-chevrolet-malibu.html","Chevrolet malibu","2.400.000  FCFA","Plateau","media/annonces/pics/4137bd6ed910765cb936531f10097d6b.jpg"
"1716806950-22","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Hoverboard","https://www.dakarvente.com/annonce-358-hoverboard.html","Hoverboard","65.000  FCFA","Plateau","media/annonces/pics/cf36a273554e45b81252bdeb49833d6b.jpg"
"1716806953-23","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Audi a3","https://www.dakarvente.com/annonce-87-audi-a3.html","Audi a3","330.000  FCFA","Plateau","media/annonces/pics/dc436295b24f36c4ed04178a0dc4cdd3.jpg"
"1716806956-24","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Kia sportage","https://www.dakarvente.com/annonce-177-kia-sportage.html","Kia sportage","8.000.000  FCFA","Plateau","media/annonces/pics/9e01943ae177840b5e982a24426d89c8.jpg"
"1716806959-25","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Nissan primera à vendre","https://www.dakarvente.com/annonce-759-nissan-primera-vendre.html","Nissan primera à vendre","4.000.000  FCFA","Pikine","media/annonces/pics/0f8a9098e179ac07e94eb6c77b5a6169.jpeg"
"1716806961-26","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=119","Yamaha  Yzf 450","https://www.dakarvente.com/annonce-734-yamaha-yzf-450.html","Yamaha  Yzf 450","4.000.000  FCFA","Plateau","media/annonces/pics/1e61fbab98fe97e56b63c87d0e923b38.jpg"
"1716806970-27","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","Crossfire","https://www.dakarvente.com/annonce-820-crossfire.html","Crossfire","4.700.000  FCFA","Plateau","media/annonces/pics/2a25474a5c94cb4f060654408de59434.jpg"
"1716806973-28","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","Toyota corolla","https://www.dakarvente.com/annonce-822-toyota-corolla.html","Toyota corolla","2.000.000  FCFA","Plateau","media/annonces/pics/cc16de2fee7dee3a2d803ed197f216f2.jpg"
"1716806976-29","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","Citroën c4","https://www.dakarvente.com/annonce-139-citron-c4.html","Citroën c4","3.500.000  FCFA","Plateau","media/annonces/pics/0a70e7a73307f883fb7755e1fef22b3c.jpg"
"1716806979-30","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","Garmin gps 73","https://www.dakarvente.com/annonce-201-garmin-gps-73.html","Garmin gps 73","85.000  FCFA","Plateau","media/annonces/pics/c65969a6a308a204a2d5334fe0a494c6.jpg"
"1716806981-31","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","Volkswagen polo","https://www.dakarvente.com/annonce-890-volkswagen-polo.html","Volkswagen polo","1.800.000  FCFA","Plateau","media/annonces/pics/2424e30b3104cc1cd86b18eff1a7cdfe.jpg"
"1716806984-32","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","Renault scenic","https://www.dakarvente.com/annonce-888-renault-scenic.html","Renault scenic","1.400.000  FCFA","Plateau","media/annonces/pics/45d5cb23521862c72ce782c5bb1a9179.jpg"
"1716806987-33","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","Lifan","https://www.dakarvente.com/annonce-889-lifan.html","Lifan","1.950.000  FCFA","Plateau","media/annonces/pics/69a4c4e54a79cd5302029e180cd92d3f.jpg"
"1716806990-34","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","2017 Citroen C4 Presque Neuve","https://www.dakarvente.com/annonce-897-2017-citroen-c4-presque-neuve.html","2017 Citroen C4 Presque Neuve","12.000.000  FCFA","Plateau","media/annonces/pics/32e4d351f243544bb8c8f5a5d1f0d31c.jpg"
"1716806993-35","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=118","Vend hoverboard led venant des USA","https://www.dakarvente.com/annonce-913-vend-hoverboard-led-venant-des-usa.html","Vend hoverboard led venant des USA","100.000  FCFA","Plateau","media/annonces/pics/7c9b21df1416530386abf290c945ea98.png"
"1716807000-36","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","Taxi Citroen C3 à vendre","https://www.dakarvente.com/annonce-1243-taxi-citroen-c3-vendre.html","Taxi Citroen C3 à vendre","2.800.000  FCFA","Plateau","media/annonces/pics/413628ad5d5a2aaa2547f4dc67452f17.jpg"
"1716807003-37","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","Ensemble renault magnum ordinaire et son plateau","https://www.dakarvente.com/annonce-1239-ensemble-renault-magnum-ordinaire-et-son-plateau.html","Ensemble renault magnum ordinaire et son plateau","7.900.000  FCFA","Plateau","media/annonces/pics/479466ec6c4ee4a1605b88a8fb25d989.jpg"
"1716807007-38","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","Garmin gps montana 680","https://www.dakarvente.com/annonce-1238-garmin-gps-montana-680.html","Garmin gps montana 680","425.000  FCFA","Plateau","media/annonces/pics/2b68747b1dbe31a11d8efe7f9538a5e1.jpg"
"1716807009-39","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","Jolie Bateau de marque Benetau Antares à vendre","https://www.dakarvente.com/annonce-1237-jolie-bateau-de-marque-benetau-antares-vendre.html","Jolie Bateau de marque Benetau Antares à vendre","10.000.000  FCFA","Plateau","media/annonces/pics/ee24992f2cfeb8f18052f9a752aa413e.jpg"
"1716807012-40","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","GPS et matériels de navigation","https://www.dakarvente.com/annonce-1234-gps-et-matriels-de-navigation.html","GPS et matériels de navigation","100.000  FCFA","Plateau","media/annonces/pics/b5231107b62aa1f89c1a78e8db4ad229.jpg"
"1716807017-41","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","Bateau à vendre - prix imbattable","https://www.dakarvente.com/annonce-1235-bateau-vendre-prix-imbattable.html","Bateau à vendre - prix imbattable","700.000  FCFA","Plateau","media/annonces/pics/0e1ec691e19f13bf6ddde8a1dc2b3d89.jpg"
"1716807022-42","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","Hyundai ix35","https://www.dakarvente.com/annonce-1215-hyundai-ix35.html","Hyundai ix35","8.000.000  FCFA","Plateau","media/annonces/pics/98647ca5239e31368e3f774d24676b82.jpg"
"1716807025-43","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","Ford fusion","https://www.dakarvente.com/annonce-1279-ford-fusion.html","Ford fusion","3.100.000  FCFA","Plateau","media/annonces/pics/49cbee8f74c13e377d2884ecc362889d.png"
"1716807028-44","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=117","Ford escape","https://www.dakarvente.com/annonce-1280-ford-escape.html","Ford escape","6.200.000  FCFA","Plateau","media/annonces/pics/54d01fea4a4bc5228c63abfcec5175dc.png"
"1716807036-45","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","Chevrolet kalos","https://www.dakarvente.com/annonce-1366-chevrolet-kalos.html","Chevrolet kalos","2.000.000  FCFA","Plateau","media/annonces/pics/15729df85d5b4165e9c28ba821fefc3f.jpg"
"1716807039-46","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","ford fusion 2013 echange possible","https://www.dakarvente.com/annonce-1407-ford-fusion-2013-echange-possible.html","ford fusion 2013 echange possible","6.500.000  FCFA","Plateau","media/annonces/pics/ba7873922ff622cf28ad5f9a15b38305.jpg"
"1716807042-47","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","BELLE Chevrolet cruze 2012 Sous Douane","https://www.dakarvente.com/annonce-1414-belle-chevrolet-cruze-2012-sous-douane.html","BELLE Chevrolet cruze 2012 Sous Douane","3.500.000  FCFA","Plateau","media/annonces/pics/d7ab62e18135307eb20c8d32e5a07e29.jpg"
"1716807045-48","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","HYUNDAI SANTA FE MANUELLE ESSENCE 2012","https://www.dakarvente.com/annonce-1393-hyundai-santa-fe-manuelle-essence-2012.html","HYUNDAI SANTA FE MANUELLE ESSENCE 2012","8.000.000  FCFA","Plateau","media/annonces/pics/b9f2232959586b43063807e7bbf46435.jpg"
"1716807048-49","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","Ford fiesta 2011 Essence","https://www.dakarvente.com/annonce-1405-ford-fiesta-2011-essence.html","Ford fiesta 2011 Essence","2.800.000  FCFA","Plateau","media/annonces/pics/e5c999d4d02c590f0b2387becfaded6d.jpg"
"1716807051-50","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","Citroën c3","https://www.dakarvente.com/annonce-1369-citron-c3.html","Citroën c3","1.500.000  FCFA","Plateau","media/annonces/pics/bbabfc70c1220ec93e7e4ec1dcb245da.jpg"
"1716807054-51","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","Renault megane 3","https://www.dakarvente.com/annonce-1420-renault-megane-3.html","Renault megane 3","3.400.000  FCFA","Plateau","media/annonces/pics/470fd713211ce0149add7ad9b3696262.jpg"
"1716807058-52","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","BELLE Ford Edge limited","https://www.dakarvente.com/annonce-1390-belle-ford-edge-limited.html","BELLE Ford Edge limited","5.500.000  FCFA","Guédiawaye","media/annonces/pics/a30036c98c9f21511204a8044a70220b.jpg"
"1716807060-53","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=116","Toyota prado","https://www.dakarvente.com/annonce-1351-toyota-prado.html","Toyota prado","30.000.000  FCFA","Plateau","media/annonces/pics/b5ac1d8ef28a412a089605b534a0bebe.png"
"1716807069-54","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Renault Duster","https://www.dakarvente.com/annonce-1574-renault-duster.html","Renault Duster","4.500.000  FCFA","Plateau","media/annonces/pics/91db3bd49be0d85176ba98aee379cb67.jpg"
"1716807072-55","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Trotinette électrique","https://www.dakarvente.com/annonce-1594-trotinette-lectrique.html","Trotinette électrique","70.000  FCFA","Plateau","media/annonces/pics/2d06cce85455aa3be1c47557a92f062f.jpg"
"1716807074-56","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Toyota Rav4","https://www.dakarvente.com/annonce-1593-toyota-rav4.html","Toyota Rav4","13.000.000  FCFA","Plateau","media/annonces/pics/1a6b266933cd99d0c02cb401cc1f64b8.jpg"
"1716807077-57","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Ford escape","https://www.dakarvente.com/annonce-1606-ford-escape.html","Ford escape","9.000.000  FCFA","Plateau","media/annonces/pics/c30f2f9041e1fef00e8e13d220e1180e.jpg"
"1716807080-58","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Scooter majesty","https://www.dakarvente.com/annonce-1608-scooter-majesty.html","Scooter majesty","500.000  FCFA","Plateau","media/annonces/pics/b9ca13aaf98409d8ca63422c9031aecf.jpg"
"1716807083-59","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Ford escape 2013","https://www.dakarvente.com/annonce-1614-ford-escape-2013.html","Ford escape 2013","9.500.000  FCFA","Plateau","media/annonces/pics/a46433b621dc461431a106ac99f712b8.jpg"
"1716807086-60","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Porsche cayenne","https://www.dakarvente.com/annonce-1630-porsche-cayenne.html","Porsche cayenne","35.000.000  FCFA","Plateau","media/annonces/pics/6258b8067031c8af777b095b9eff99d8.jpg"
"1716807088-61","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Casque pour scooter","https://www.dakarvente.com/annonce-1641-casque-pour-scooter.html","Casque pour scooter","35.000  FCFA","Plateau","media/annonces/pics/571eb62410d0b608149cb5ab457546ec.jpg"
"1716807091-62","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=115","Peugeot 407 Essence","https://www.dakarvente.com/annonce-1646-peugeot-407-essence.html","Peugeot 407 Essence","2.300.000  FCFA","Plateau","media/annonces/pics/f4b89a758ea0d1ed321f853b60426fa9.jpg"
"1716807100-63","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","Toyota camry 2013","https://www.dakarvente.com/annonce-1775-toyota-camry-2013.html","Toyota camry 2013","8.600.000  FCFA","Plateau","media/annonces/pics/e19c3fa07cd8326777704eddd1dfef52.jpg"
"1716807103-64","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","Moto","https://www.dakarvente.com/annonce-1782-moto.html","Moto","550.000  FCFA","Plateau","media/annonces/pics/e0ec05eadee07a25f07e51acacfaa496.jpg"
"1716807106-65","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","Bateau de pêche","https://www.dakarvente.com/annonce-1791-bateau-de-pche.html","Bateau de pêche","10.000.000  FCFA","Plateau","media/annonces/pics/696c3524736c895079b0cdc3e26fd577.jpg"
"1716807108-66","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","Moto djakarta","https://www.dakarvente.com/annonce-1780-moto-djakarta.html","Moto djakarta","250.000  FCFA","Plateau","media/annonces/pics/8f4bfb0e6da657d81393b7db56f790be.jpg"
"1716807111-67","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","Yamaha MT 07","https://www.dakarvente.com/annonce-1781-yamaha-mt-07.html","Yamaha MT 07","3.800.000  FCFA","Plateau","media/annonces/pics/1592e23f45fd8bac0d5329265a49f43b.jpg"
"1716807114-68","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","Audi q5 2012","https://www.dakarvente.com/annonce-1777-audi-q5-2012.html","Audi q5 2012","13.200.000  FCFA","Plateau","media/annonces/pics/e17e5224edef6006cee9622ff513c9ce.jpg"
"1716807117-69","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","Moto zip piaggio","https://www.dakarvente.com/annonce-1778-moto-zip-piaggio.html","Moto zip piaggio","200.000  FCFA","Plateau","media/annonces/pics/4189bc89fdb8b7c50a516e350a44ab7b.jpg"
"1716807119-70","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","bmw 535 i gt blanche","https://www.dakarvente.com/annonce-1764-bmw-535-i-gt-blanche.html","bmw 535 i gt blanche","18.000.000  FCFA","Plateau","media/annonces/pics/73f7895853cceeef761f0016f3228ca7.jpg"
"1716807123-71","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=114","Moto apache","https://www.dakarvente.com/annonce-1779-moto-apache.html","Moto apache","400.000  FCFA","Plateau","media/annonces/pics/9e42d1d896c5933244a1b2d07e28c70c.jpg"
"1716807130-72","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Mercedes benz classe b","https://www.dakarvente.com/annonce-1926-mercedes-benz-classe-b.html","Mercedes benz classe b","1.500.000  FCFA","Plateau","media/annonces/pics/ff90a43f69692dbb8aa2671cd51c681e.jpg"
"1716807133-73","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Vélos","https://www.dakarvente.com/annonce-1928-vlos.html","Vélos","40.000  FCFA","Plateau","media/annonces/pics/dcab724c4d96b90cb242d31583f32cee.jpg"
"1716807136-74","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Scooter sh","https://www.dakarvente.com/annonce-1932-scooter-sh.html","Scooter sh","500.000  FCFA","Plateau","media/annonces/pics/a6c80b50dc4f316e108b369d4184af01.jpg"
"1716807140-75","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Chevrolet cruze","https://www.dakarvente.com/annonce-1954-chevrolet-cruze.html","Chevrolet cruze","4.600.000  FCFA","Plateau","media/annonces/pics/851d68657fad56357abd6af3ca014215.jpg"
"1716807144-76","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Audi q5","https://www.dakarvente.com/annonce-1922-audi-q5.html","Audi q5","12.500.000  FCFA","Plateau","media/annonces/pics/c9cd7e1d9cccbefabbc1857188d6c520.jpg"
"1716807147-77","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Toyota rav 4","https://www.dakarvente.com/annonce-1925-toyota-rav-4.html","Toyota rav 4","13.800.000  FCFA","Plateau","media/annonces/pics/bf88df3b973bbf47172106b087421ec8.jpg"
"1716807150-78","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Audi a5","https://www.dakarvente.com/annonce-1923-audi-a5.html","Audi a5","13.500.000  FCFA","Plateau","media/annonces/pics/20a7781107fa710e287f18d46aa07c4e.jpg"
"1716807152-79","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Kawasaki z750","https://www.dakarvente.com/annonce-1975-kawasaki-z750.html","Kawasaki z750","1.650.000  FCFA","Plateau","media/annonces/pics/25840daef2521cb415e39667e1f0af39.jpg"
"1716807155-80","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=113","Honda nc750x","https://www.dakarvente.com/annonce-1995-honda-nc750x.html","Honda nc750x","2.700.000  FCFA","Plateau","media/annonces/pics/63b066899aa073a68914bba6510bd25d.jpg"
"1716807163-81","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=112","Peugeot 308","https://www.dakarvente.com/annonce-2095-peugeot-308.html","Peugeot 308","4.500.000  FCFA","Plateau","media/annonces/pics/6cdecb6a802512492b7438ed0213f58e.jpg"
"1716807166-82","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=112","Garmin gpsmap 64s","https://www.dakarvente.com/annonce-2149-garmin-gpsmap-64s.html","Garmin gpsmap 64s","225.000  FCFA","Médina","media/annonces/pics/44e466ee712d1be4b19e7715a56feee2.jpg"
"1716807169-83","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=112","Dacia sandero","https://www.dakarvente.com/annonce-2146-dacia-sandero.html","Dacia sandero","2.700.000  FCFA","HLM","media/annonces/pics/ebffd3ccbc9de6e472bb89b41641a4b8.jpg"
"1716807172-84","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=112","Peugeot 307","https://www.dakarvente.com/annonce-2150-peugeot-307.html","Peugeot 307","2.900.000  FCFA","Patte d'Oie","media/annonces/pics/76258256e4d53d4c24ebd37e6be08ada.jpg"
"1716807175-85","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=112","Ktm duke 125","https://www.dakarvente.com/annonce-2145-ktm-duke-125.html","Ktm duke 125","1.580.000  FCFA","Fann","media/annonces/pics/329e217f128e284cb3a3870cefd3585b.jpg"
"1716807178-86","https://dakarvente.com/index.php?page=annonces_rubrique&url_categorie_2=vehicules&id=2&sort=&nb=112","Mercedes b170","https://www.dakarvente.com/annonce-2141-mercedes-b170.html","Mercedes b170","2.700.000  FCFA","Cité Batrain","media/annonces/pics/9a2f353c3b2e643a46cb145a7d3359d1.jpg"
